brand,dealer_number,dealer_name,address,city,state_region,country,country_code,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,super_region,region,sap_number
New Holland AG,NHAG-AUT-095257-99,Stefan Gailer Maschinen und Geräte,Kötschach 56,Kötschach-Mauthen,Kärnten,Austria,AT,9640,46.63882,12.96356,00 43 04 71 52 97,00 43 04 71 52 97 20,info@maschinen-gailer.at,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127536
New Holland AG,NHAG-AUT-095257-01,"Landtechnik Villach GmbH, Filiale Seeboden",Gewerbestr. 1,Lieserbrücke/ Seeboden,Kärnten,Austria,AT,9851,46.82455,13.48289,0043 0476242982,0043 047624298214,office@landtechnik.co.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095257-01,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127536
New Holland AG,NHAG-AUT-095257-00,LANDTECHNIK VILLACH GMBH,Badstubenweg 63,Villach,Kärnten,Austria,AT,9500,46.63035,13.82852,0043 04242588610,0043 042425886114,office@landtechnik.co.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095257-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127536
New Holland AG,NHAG-AUT-095451-96,Spanring Landtechnik,Hauptstraße 21,Zöbern,Neunkirchen,Austria,AT,2871,47.51251,16.1305,0043 2642 8242,,spanring.landtechnik@aon.at,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; Grape Harvesters; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127554
New Holland AG,NHAG-AUT-095362-00,WIDHALM Landtechnik GmbH,Hauptstr. 77,GÖPFRITZ AN DER WILD,Niederösterreich,Austria,AT,3800,48.72546,15.39922,0043 028258204,0043 0282582045,office@widhalm-landtechnik.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095362-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127568
New Holland AG,NHAG-AUT-090614-00,SUTTER FRANZ E.U.,Hauptstraße 52,PETRONELL,Niederösterreich,Austria,AT,2404,48.11362,16.8696,0043 0216322270,0043 0216322279,verkauf@franzsutter.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-090614-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127561
New Holland AG,NHAG-AUT-095443-01,"Josef Duben KG, Filiale Sitzendorf",Ziersdorfer Str. 24,SITZENDORF,Niederösterreich,Austria,AT,3714,48.59655,15.93906,0043 29592230,0043 2959223016,sitzendorf@duben.at,https://agriculture.newholland.com/de-at/europe/dienstleistungen-und-losungen/handler-suchen/{dealer-Id}NHAG-AUT-095443-01,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; Grape Harvesters; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127416
New Holland AG,NHAG-AUT-090637-00,Steinböck-Hauck Landtechnik e.U.,Tullnerfeldstr. 24,Staasdorf,Niederösterreich,Austria,AT,3430,48.29947,16.06085,0043 0227264777,0043 0227264611,info@steinboeck-hauck.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-090637-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127509
New Holland AG,NHAG-AUT-090629-00,HANDLER ALOIS GMBH,Puchberger Straße 65,TERNITZ,Niederösterreich,Austria,AT,2630,47.72248,16.0079,0043 0263038912,0043 026303891217,office@toyota-handler.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-090629-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127425
New Holland AG,NHAG-AUT-095443-00,JOSEF DUBEN KG,Hauptplatz 2,ZIERSDORF,Niederösterreich,Austria,AT,3710,48.52779,15.92733,0043 29562227,0043 2956222736,office@duben.at,https://agriculture.newholland.com/de-at/europe/dienstleistungen-und-losungen/handler-suchen/{dealer-Id}NHAG-AUT-095443-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; Grape Harvesters; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127416
New Holland AG,NHAG-AUT-095160-00,KARL SCHEUCH GMBH,Ludwigsdorf 23,Zeillern,Niederösterreich,Austria,AT,3311,48.11905,14.8064,0043 0747225230,,office@landtechnik-scheuch.at,https://agriculture.newholland.com/de-at/europe/dienstleistungen-und-losungen/handler-suchen/{dealer-Id}NHAG-AUT-095160-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127539
New Holland AG,NHAG-AUT-000001-00,Jakob Spiegl e.U.,Zissersdorf 63,Zissersdorf,Niederösterreich,Austria,AT,2094,48.83036,15.62147,0043 29152447,0043 291524474,office@spiegl-technik.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-000001-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,500338
New Holland AG,NHAG-AUT-095052-00,LANDTECHNIK EIDENHAMMER GMBH,Geretsdorf 16,BURGKIRCHEN,Oberösterreich,Austria,AT,5274,48.20563,13.11009,0043 0772429060,0043 07724293020,annahme@lt-eidenhammer.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095052-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127567
New Holland AG,NHAG-AUT-504470-00,KLS HOLZER GMBH,Auf der Au 11,Bad Zell,Oberösterreich,Austria,AT,4283,48.35089,14.67394,0043 726321222,,office@kls-holzer.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-504470-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,504470
New Holland AG,NHAG-AUT-095079-00,"GATTERMEIER GMBH, HEINZ",Siegfried-Marcus-Str. 4,EFERDING,Oberösterreich,Austria,AT,4070,48.29979,14.01766,0043 0727222350,0043 07272223523,verkauf@gattermeier.at,https://agriculture.newholland.com/de-at/europe/dienstleistungen-und-losungen/handler-suchen/{dealer-Id}NHAG-AUT-095079-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127516
New Holland AG,NHAG-AUT-090800-00,Pamberger Landmaschinentechnik GmbH,"Werkgasse,1",Obritzberg-Rust,Sankt Pölten (Land),Austria,AT,3123,48.28333,15.6,0043 27862229,0043 27862854,office@pamberger.com,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-090800-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; Grape Harvesters; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,155592
New Holland AG,NHAG-AUT-095044-00,F. DURSTBERGER GMBH,Flinsbach Dorf 13,Neidling,Sankt Pölten(Land),Austria,AT,3110,48.238,15.55977,0043 27418275,,office@durstberger-werkstatt.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095044-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127427
New Holland AG,NHAG-AUT-543515-98,Land und Technik Handels GmbH,Hofmark 38,Münzkirchen,Schärding,Austria,AT,4792,48.48473,13.57341,,,,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,543515
New Holland AG,NHAG-AUT-096110-00,Wohlmuth GmbH,Obergnas 38,Gnas,Steiermark,Austria,AT,8342,46.89495,15.78214,0043 315127020,0043 3151270223,wohlmuth.nh@aon.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-096110-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,144034
New Holland AG,NHAG-AUT-095451-00,LINDNER GMBH,Hirnsdorf 107,Hirnsdorf,Steiermark,Austria,AT,8221,47.19158,15.81891,0043 031132288,0043 031132421,lindner@hlindner.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095451-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; Grape Harvesters; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127554
New Holland AG,NHAG-AUT-095419-00,Eichmann Landtechnik GmbH,Winklern 23,OBERWÖLZ,Steiermark,Austria,AT,8832,47.20132,14.24565,0043 035818276,,sunitsch@eichmann.gmbh,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095419-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127475
New Holland AG,NHAG-AUT-095117-00,HOCHKOFLER GMBH,Hauptstr. 12,WIES,Steiermark,Austria,AT,8551,46.72259,15.27793,0043 34652339,0043 3465233933,office@hochkofler.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095117-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127528
New Holland AG,NHAG-AUT-095117-01,Hochkofler GmbH - Filiale Leibnitz,Hasendorf 59,Wagna,Steiermark,Austria,AT,8435,46.79585,15.57523,0043 3452 76266,0043 3452 76266312,leibnitz@hochkofler.at,http://agriculture1.newholland.com/eu/de-de/uber-uns/einkauf-service/bereit-zum-kauf/handler-suchen#NHAG-AUT-095117-01,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Austria,127528
New Holland AG,NHAG-BLX-005722-00,CHRISTIAENS - VOLCKE BVBA,Nijverheidslaan 6,AVELGEM,,Belgium,BE,8580,50.76002,3.44496,00 32 56646666,00 32 56645453,info@cvnh.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-005722-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126049
New Holland AG,NHAG-BLX-006944-00,BURLET FRERES,Rue du Parc industriel d’Achêne 14,Achêne,,Belgium,BE,5590,50.26608,5.06225,00 32083211636,00 32083216211,sebastien.louis@burlet.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-006944-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126065
New Holland AG,NHAG-BLX-021035-96,Agro Techniek Verhaeghe,Markizaatstraat 55,BESELARE,,Belgium,BE,8980,50.86629,3.03638,0032 057466376,0032 057466189,info@agrotechniekverhaeghe.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-021035-96,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126114
New Holland AG,NHAG-BLX-005109-99,DEVISE C & K BVBA,Bilterweg 17,BORGLOON-HOEPERTINGE,,Belgium,BE,3840,50.81379,5.29263,00 32012741963,00 32012745261,Devise.bvba@devise.be,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126042
New Holland AG,NHAG-BLX-023159-00,FIRMA LUYCKX,Abdijlaan 33,BRECHT,,Belgium,BE,2960,51.30334,4.63139,0032 033139551,0032 033139040,info@luyckx.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-023159-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126122
New Holland AG,NHAG-BLX-126062-99,SEBASTIEN PIRON,"rue des Francs, 1",Baelen,,Belgium,BE,4837,50.64756,5.99869,0032 87310377,,info@pirons-sprl.be ,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-126062-99,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126062
New Holland AG,NHAG-BLX-006944-99,MODAVE JEREMY,Rue de la gare 41B,Bièvre,,Belgium,BE,5555,49.89252,5.00733,0032 61466610,,modavejeremy@gmail.com,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126065
New Holland AG,NHAG-BLX-006511-99,AGRISEM,Rue De Villers 21,DAUSSOIS,,Belgium,BE,5630,50.21238,4.45931,0032 32071614592,,jean-meyer@skynet.be,,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126057
New Holland AG,NHAG-BLX-023357-97,PELEMAN BVBA,Vlassenhout 9,DENDERMONDE,,Belgium,BE,9200,51.03104,4.06418,0032 52212044,,gert@pelemanagri.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-023357-97,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,125764
New Holland AG,NHAG-BLX-023422-02,DONEUX FRASNES SA,Chemin du Saucy 18,Frasnes lez Gosselies,,Belgium,BE,6210,50.53974,4.4593,0032 071308208,,adrien@doneux.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-023422-02,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126181
New Holland AG,NHAG-BLX-005722-97,AGRIX BVBA,Broelstraat 96,HARELBEKE,,Belgium,BE,8530,50.86211,3.32178,0032 56205055,,info@agrix.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-005722-97,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126049
New Holland AG,NHAG-BLX-005305-00,AGRIX BVBA,Broelstraat 96,HARELBEKE,,Belgium,BE,8530,50.86211,3.32178,0032 056205055,,info@agrix.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-005305-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; MIDIEXCAV6-12TONS; FORAGE HARVESTERS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126044
New Holland AG,NHAG-BLX-126062-00,PHILIPPET,Rue De L' Arbre à La Croix 279,HORION-HOZEMONT,,Belgium,BE,4460,50.63523,5.38365,0032 042501198,0032 042503429,eddy.philippet@philippet.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-126062-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126062
New Holland AG,NHAG-BLX-006506-01,LIEDS HORRUES,Chemin De NEUSART 2,HORRUES,,Belgium,BE,7060,50.60466,4.01665,0032 067647417,0032 067333681,bertrand@lieds.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-006506-01,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126056
New Holland AG,NHAG-BLX-006506-98,VERHULST,"Rue Pré du Pont,21",JODOIGNE,,Belgium,BE,1370,50.71479,4.85673,,,,http://agriculture.newholland.com/Dealers/DLP/Pages/Home.aspx?ID=NHAG-BLX-006506-98,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126056
New Holland AG,NHAG-BLX-005414-00,VERSCHUEREN B.V.B.A.,Hijfte Center 13,LOCHRISTI,,Belgium,BE,9080,51.10987,3.80833,0032 093555894,0032 093555903,info@tractor-verschueren.be,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-005414-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126046
New Holland AG,NHAG-BLX-005712-00,BROUNS JULIEN,Weertersteenweg 187,MAASEIK,,Belgium,BE,3680,51.11087,5.77435,00 32089565210,00 32089563777,julienbrouns@yahoo.com,http://agriculture1.newholland.com/eu/fr-be/a-propos-de-nous/achat-services/vente/trouvez-votre-concessionaire#NHAG-BLX-005712-00,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; MIDIEXCAV6-12TONS; MiniExcavators; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126048
New Holland AG,NHAG-BLX-023422-01,DONEUX NOVILLE,rue E. Montellier 12,NOVILLE - LES - BOIS,,Belgium,BE,5380,50.53517,4.97863,00 32081835644,00 3208183564,noville@doneux.be,https://agriculture.newholland.com/fr-be/europe/services-et-solutions/trouvez-votre-concessionnaire/{dealer-Id}NHAG-BLX-023422-01,,ROUND BALERS; MIDI+EXCAV6-12TONS; Small Rectangular Balers; GROUND CARE; TELEHANDLERS; BIG SQUARE BALERS; FORAGE HARVESTERS; MIDIEXCAV6-12TONS; MiniExcavators; COMBINES; CompactWhlLdrs0-80hp; SkidSteers; TRACTORS; TELEHANDLERS; TractorLdrs/Backhoes,European AG,Belgium-Luxembourg,126181
